mejoró 3.474  GRASP
mejoró 3.474 en initial L 7 con j = 14 localsearch 1   LS2 
no mejoró 4.213 en initial L 43 con j = 93 localsearch 2
no mejoró 4.213 en initial L 43 con j = 97 localsearch 2
no mejoró 4.213 en initial L 45 con j = 5 localsearch 2
no mejoró 4.213 en initial L 45 con j = 7 localsearch 2
no mejoró 4.213 en initial L 45 con j = 14 localsearch 2
no mejoró 4.213 en initial L 45 con j = 16 localsearch 2
no mejoró 4.213 en initial L 45 con j = 17 localsearch 2
no mejoró 4.213 en initial L 45 con j = 20 localsearch 2
no mejoró 4.213 en initial L 45 con j = 23 localsearch 2
no mejoró 4.213 en initial L 45 con j = 24 localsearch 2
no mejoró 4.213 en initial L 45 con j = 38 localsearch 2
no mejoró 4.213 en initial L 45 con j = 40 localsearch 2
no mejoró 4.213 en initial L 45 con j = 41 localsearch 2
no mejoró 4.213 en initial L 45 con j = 43 localsearch 2
no mejoró 4.213 en initial L 45 con j = 48 localsearch 2
no mejoró 4.213 en initial L 45 con j = 49 localsearch 2
no mejoró 4.213 en initial L 45 con j = 53 localsearch 2
no mejoró 4.213 en initial L 45 con j = 55 localsearch 2
no mejoró 4.213 en initial L 45 con j = 56 localsearch 2
no mejoró 4.213 en initial L 45 con j = 60 localsearch 2
no mejoró 4.213 en initial L 45 con j = 64 localsearch 2
no mejoró 4.213 en initial L 45 con j = 65 localsearch 2
no mejoró 4.213 en initial L 45 con j = 72 localsearch 2
no mejoró 4.213 en initial L 45 con j = 78 localsearch 2
no mejoró 4.213 en initial L 45 con j = 80 localsearch 2
no mejoró 4.213 en initial L 45 con j = 81 localsearch 2
no mejoró 4.213 en initial L 45 con j = 86 localsearch 2
no mejoró 4.213 en initial L 45 con j = 93 localsearch 2
