 Fecha, Hora, Nombre_de_la_Vialidad, Georreferencia,Numero,Demanda,Punto,Proporción
13/01/2022,08:05:00,fidel velazquez,"25.7265784, -100.3225223",,,,
17/01/2022,14:21:00,fidel velazquez,"25.7217347, -100.3339563",,,,
17/01/2022,15:56:00,fidel velazquez,"25.7210983, -100.3355574",,,,
19/01/2022,08:07:00,fidel velazquez,"25.7217347, -100.3339563",,,,
22/01/2022,15:17:00,fidel velazquez,"25.7265784, -100.3225223",,,,
23/01/2022,08:50:00,fidel velazquez,"25.7217347, -100.3339563",,,,
23/01/2022,10:43:00,fidel velazquez,"25.7265784, -100.3225223",,,,
23/01/2022,11:15:00,fidel velazquez,"25.7265784, -100.3225223",,,,
23/01/2022,11:42:00,fidel velazquez,"25.7242378, -100.3268424",,,,
25/01/2022,12:38:00,fidel velazquez,"25.7217347, -100.3339563",,,,
27/01/2022,08:32:00,fidel velazquez,"25.7217347, -100.3339563",,,,
29/01/2022,09:10:00,fidel velazquez,"25.7217347, -100.3339563",,,,
28/01/2022,10:05:00,francisco lagos chazaro,"25.7165208, -100.3269151",,,,
04/01/2022,15:29:00,francisco marquez,"25.6810681, -100.2905125",,,,
08/01/2022,14:54:00,francisco marquez,"25.6810681, -100.2905125",,,,
23/01/2022,13:49:00,galeana,"25.7023207, -100.3604937",,,,
06/01/2022,14:44:00,garcia de arellano,"25.724924, -100.3300597",,,,
13/01/2022,13:10:00,garza,"25.7337231, -100.3733867",,,,
03/01/2022,10:43:00,garza sada,"25.6551007, -100.2945953",,,,
03/01/2022,14:50:00,garza sada,"25.6648039, -100.2974024",,,,
03/01/2022,15:11:00,garza sada,"25.6402433, -100.2852769",,,,
04/01/2022,10:29:00,garza sada,"25.6402433, -100.2852769",,,,
04/01/2022,12:51:00,garza sada,"25.6402433, -100.2852769",,,,
05/01/2022,09:57:00,garza sada,"25.6625408, -100.2974123",,,,
05/01/2022,15:27:00,garza sada,"25.6402433, -100.2852769",,,,
06/01/2022,08:59:00,garza sada,"25.6402433, -100.2852769",,,,
08/01/2022,14:40:00,garza sada,"25.6037387, -100.266951",,,,
11/01/2022,10:25:00,garza sada,"25.6402433, -100.2852769",,,,
11/01/2022,12:05:00,garza sada,"25.6402433, -100.2852769",,,,
14/01/2022,10:56:00,garza sada,"25.6037387, -100.266951",,,,
14/01/2022,12:01:00,garza sada,"25.6415731, -100.2863079",,,,
17/01/2022,08:34:00,garza sada,"25.6551007, -100.2945953",,,,
17/01/2022,09:01:00,garza sada,"25.6522693, -100.2928656",,,,
17/01/2022,09:01:00,garza sada,"25.6522693, -100.2928656",,,,
19/01/2022,09:15:00,garza sada,"25.6522693, -100.2928656",,,,
20/01/2022,11:07:00,garza sada,"25.6037387, -100.266951",,,,
21/01/2022,14:35:00,garza sada,"25.6551007, -100.2945953",,,,
25/01/2022,15:24:00,garza sada,"25.6037387, -100.266951",,,,
26/01/2022,12:52:00,garza sada,"25.6456526, -100.2886745",,,,
27/01/2022,13:49:00,garza sada,"25.6402433, -100.2852769",,,,
28/01/2022,11:27:00,garza sada,"25.6402433, -100.2852769",,,,
28/01/2022,14:43:00,garza sada,"25.6551007, -100.2945953",,,,
30/01/2022,13:03:00,garza sada,"25.6402433, -100.2852769",,,,
30/01/2022,15:00:00,garza sada,"25.6522693, -100.2928656",,,,
31/01/2022,10:20:00,garza sada,"25.6402433, -100.2852769",,,,
31/01/2022,11:40:00,garza sada,"25.6551007, -100.2945953",,,,
28/01/2022,12:07:00,gomez morin,"25.6448667, -100.3605497",,,,
01/01/2022,08:13:00,gonzalitos,"25.711167, -100.35044",,,,
03/01/2022,09:43:00,gonzalitos,"25.711167, -100.35044",,,,
04/01/2022,09:08:00,gonzalitos,"25.6936142, -100.3512765",,,,
04/01/2022,10:38:00,gonzalitos,"25.6936142, -100.3512765",,,,
05/01/2022,08:46:00,gonzalitos,"25.6940699, -100.3512487",,,,
05/01/2022,09:18:00,gonzalitos,"25.6940699, -100.3512487",,,,
05/01/2022,09:30:00,gonzalitos,"25.6940699, -100.3512487",,,,
05/01/2022,12:35:00,gonzalitos,"25.6936142, -100.3512765",,,,
05/01/2022,14:51:00,gonzalitos,"25.6806074, -100.3523157",,,,
06/01/2022,10:35:00,gonzalitos,"25.6936142, -100.3512765",,,,
06/01/2022,10:50:00,gonzalitos,"25.6806074, -100.3523157",,,,
06/01/2022,11:02:00,gonzalitos,"25.6940699, -100.3512487",,,,
06/01/2022,13:00:00,gonzalitos,"25.6936142, -100.3512765",,,,
07/01/2022,08:09:00,gonzalitos,"25.6806074, -100.3523157",,,,
07/01/2022,14:20:00,gonzalitos,"25.6806074, -100.3523157",,,,
07/01/2022,14:50:00,gonzalitos,"25.6936142, -100.3512765",,,,
08/01/2022,09:19:00,gonzalitos,"25.6806074, -100.3523157",,,,
08/01/2022,15:05:00,gonzalitos,"25.6936142, -100.3512765",,,,
09/01/2022,08:40:00,gonzalitos,"25.711167, -100.35044",,,,
11/01/2022,10:55:00,gonzalitos,"25.6806074, -100.3523157",,,,
11/01/2022,11:01:00,gonzalitos,"25.6806074, -100.3523157",,,,
11/01/2022,12:46:00,gonzalitos,"25.6806074, -100.3523157",,,,
11/01/2022,15:10:00,gonzalitos,"25.6936142, -100.3512765",,,,
11/01/2022,15:33:00,gonzalitos,"25.668778, -100.353898",,,,
11/01/2022,15:33:00,gonzalitos,"25.668778, -100.353898",,,,
13/01/2022,11:54:00,gonzalitos,"25.6940699, -100.3512487",,,,
13/01/2022,13:54:00,gonzalitos,"25.6936142, -100.3512765",,,,
13/01/2022,13:56:00,gonzalitos,"25.6806074, -100.3523157",,,,
14/01/2022,12:38:00,gonzalitos,"25.6806074, -100.3523157",,,,
14/01/2022,13:15:00,gonzalitos,"25.6936142, -100.3512765",,,,
14/01/2022,13:40:00,gonzalitos,"25.6806074, -100.3523157",,,,
14/01/2022,14:46:00,gonzalitos,"25.6936142, -100.3512765",,,,
17/01/2022,10:07:00,gonzalitos,"25.6936142, -100.3512765",,,,
17/01/2022,12:24:00,gonzalitos,"25.6806074, -100.3523157",,,,
17/01/2022,12:45:00,gonzalitos,"25.6940699, -100.3512487",,,,
17/01/2022,12:53:00,gonzalitos,"25.6936142, -100.3512765",,,,
17/01/2022,13:05:00,gonzalitos,"25.711167, -100.35044",,,,
17/01/2022,13:05:00,gonzalitos,"25.711167, -100.35044",,,,
17/01/2022,13:55:00,gonzalitos,"25.6940699, -100.3512487",,,,
17/01/2022,14:13:00,gonzalitos,"25.711167, -100.35044",,,,
17/01/2022,14:21:00,gonzalitos,"25.6806074, -100.3523157",,,,
18/01/2022,08:22:00,gonzalitos,"25.711167, -100.35044",,,,
18/01/2022,08:56:00,gonzalitos,"25.6806074, -100.3523157",,,,
18/01/2022,12:32:00,gonzalitos,"25.6751286, -100.3524194",,,,
18/01/2022,12:39:00,gonzalitos,"25.6751286, -100.3524194",,,,
18/01/2022,13:46:00,gonzalitos,"25.6936142, -100.3512765",,,,
18/01/2022,15:58:00,gonzalitos,"25.6806074, -100.3523157",,,,
19/01/2022,10:20:00,gonzalitos,"25.6806074, -100.3523157",,,,
19/01/2022,11:04:00,gonzalitos,"25.6806074, -100.3523157",,,,
20/01/2022,09:15:00,gonzalitos,"25.6936142, -100.3512765",,,,
20/01/2022,10:20:00,gonzalitos,"25.6806074, -100.3523157",,,,
20/01/2022,12:27:00,gonzalitos,"25.711167, -100.35044",,,,
21/01/2022,08:03:00,gonzalitos,"25.6806074, -100.3523157",,,,
21/01/2022,10:10:00,gonzalitos,"25.6936142, -100.3512765",,,,
22/01/2022,15:32:00,gonzalitos,"25.668778, -100.353898",,,,
22/01/2022,15:40:00,gonzalitos,"25.6806074, -100.3523157",,,,
23/01/2022,10:12:00,gonzalitos,"25.6850414, -100.3419113",,,,
23/01/2022,13:20:00,gonzalitos,"25.668778, -100.353898",,,,
24/01/2022,14:42:00,gonzalitos,"25.6850414, -100.3419113",,,,
25/01/2022,12:47:00,gonzalitos,"25.6806074, -100.3523157",,,,
26/01/2022,08:13:00,gonzalitos,"25.6806074, -100.3523157",,,,
26/01/2022,08:51:00,gonzalitos,"25.711167, -100.35044",,,,
27/01/2022,09:36:00,gonzalitos,"25.6936142, -100.3512765",,,,
27/01/2022,09:43:00,gonzalitos,"25.6850414, -100.3419113",,,,
27/01/2022,09:44:00,gonzalitos,"25.711167, -100.35044",,,,
27/01/2022,12:13:00,gonzalitos,"25.6936142, -100.3512765",,,,
27/01/2022,12:39:00,gonzalitos,"25.6806074, -100.3523157",,,,
28/01/2022,08:22:00,gonzalitos,"25.6850414, -100.3419113",,,,
28/01/2022,15:49:00,gonzalitos,"25.6940699, -100.3512487",,,,
29/01/2022,15:09:00,gonzalitos,"25.6936142, -100.3512765",,,,
31/01/2022,09:57:00,gonzalitos,"25.6940699, -100.3512487",,,,
31/01/2022,11:30:00,gonzalitos,"25.6936142, -100.3512765",,,,
31/01/2022,14:10:00,gonzalitos,"25.6940699, -100.3512487",,,,
31/01/2022,15:20:00,gonzalitos,"25.6806074, -100.3523157",,,,
13/01/2022,14:05:00,guadalupe victoria,"25.6916634, -100.3354804",,,,
20/01/2022,14:15:00,guerrero,"25.6872205, -100.3118872",,,,
25/01/2022,15:23:00,guerrero,"25.6987478, -100.3103664",,,,
25/01/2022,15:33:00,guerrero,"25.6953623, -100.3108287",,,,
26/01/2022,14:20:00,guerrero,"25.6799064, -100.3128133",,,,
17/01/2022,15:07:00,hacienda coyoacan,"25.6048873, -100.2648336",,,,
29/01/2022,10:11:00,hernando de soto,"25.7210758, -100.3867557",,,,
30/01/2022,15:47:00,hidalgo,"25.6775561, -100.2596962",,,,
01/01/2022,10:14:00,hierro,"25.7890643, -100.4075496",,,,
04/01/2022,10:29:00,hilario martinez,"25.6559705, -100.3052687",,,,
06/01/2022,11:13:00,hilario martinez,"25.6559705, -100.3052687",,,,
12/01/2022,13:24:00,hilario martinez,"25.6545956, -100.3055571",,,,
24/01/2022,14:20:00,hilario martinez,"25.6545956, -100.3055571",,,,
25/01/2022,11:51:00,hilario martinez,"25.6503549, -100.3064948",,,,
11/01/2022,15:28:00,insurgentes,"25.6799944, -100.364122",,,,
14/01/2022,14:56:00,insurgentes,"25.6803806, -100.3601659",,,,
26/01/2022,08:46:00,insurgentes,"25.6803806, -100.3601659",,,,
31/01/2022,09:42:00,insurgentes,"25.6799944, -100.364122",,,,
14/01/2022,15:09:00,isaac garza,"25.6808634, -100.3166237",,,,
25/01/2022,12:43:00,isaac garza,"25.6783898, -100.2945993",,,,
13/01/2022,14:38:00,j g leal,"25.7014584, -100.2957782",,,,
01/01/2022,12:50:00,jalisco,"25.6532767, -100.3148996",,,,
08/01/2022,12:10:00,jimenez,"25.6755384, -100.259645",,,,
28/01/2022,08:12:00,joaquin garcia,"25.7115385, -100.3708218",,,,
14/01/2022,14:40:00,jose a conchello,"25.698804, -100.300264",,,,
28/01/2022,11:02:00,jose a conchello,"25.698804, -100.300264",,,,
20/01/2022,12:18:00,jose luna ayala,"25.6761089, -100.3587006",,,,
04/01/2022,14:36:00,jose refugio velazquez,"25.7177654, -100.34593",,,,
12/01/2022,11:54:00,jose refugio velazquez,"25.7177654, -100.34593",,,,
27/01/2022,13:20:00,jose refugio velazquez,"25.7177654, -100.34593",,,,
10/01/2022,12:20:00,jose timoteo rosales,"25.7174449, -100.3258296",,,,
20/01/2022,13:24:00,juan de dios treviño,"25.6756898, -100.3539113",,,,
19/01/2022,15:44:00,juan de la barrera,"25.6850949, -100.29219",,,,
18/01/2022,12:05:00,juan i ramon,"25.6713392, -100.3155804",,,,
19/01/2022,12:30:00,juan i ramon,"25.6713392, -100.3155804",,,,
25/01/2022,09:18:00,juan i ramon,"25.6713392, -100.3155804",,,,
05/01/2022,11:30:00,juarez,"25.6761698, -100.3144021",,,,
19/01/2022,09:47:00,juarez,"25.6761698, -100.3144021",,,,
24/01/2022,12:44:00,juarez,"25.6761698, -100.3144021",,,,
31/01/2022,15:14:00,juarez,"25.6761698, -100.3144021",,,,
08/01/2022,11:50:00,julio a roca,"25.7566708, -100.3572356",,,,
07/01/2022,14:58:00,junco de la vega,"25.6550799, -100.2914748",,,,
18/01/2022,09:53:00,juventino rosas,"25.6658116, -100.284023",,,,
26/01/2022,14:47:00,ladron de guevara,"25.7117131, -100.3026688",,,,
31/01/2022,14:52:00,ladron de guevara,"25.7117131, -100.3026688",,,,
28/01/2022,11:54:00,lago de chapala,"25.6519898, -100.3031027",,,,
05/01/2022,10:55:00,laguna del carmen,"25.6506269, -100.3053992",,,,
26/01/2022,09:32:00,las rocas,"25.7550514, -100.3769182",,,,
04/01/2022,08:11:00,lazaro cardenas,"25.6290318, -100.2854309",,,,
04/01/2022,10:13:00,lazaro cardenas,"25.621335, -100.285074",,,,
05/01/2022,09:13:00,lazaro cardenas,"25.6521874, -100.3354046",,,,
06/01/2022,08:51:00,lazaro cardenas,"25.6290318, -100.2854309",,,,
06/01/2022,09:21:00,lazaro cardenas,"25.6341089, -100.3060995",,,,
07/01/2022,08:06:00,lazaro cardenas,"25.6997824, -100.358357",,,,
07/01/2022,08:09:00,lazaro cardenas,"25.621335, -100.285074",,,,
07/01/2022,08:09:00,lazaro cardenas,"25.621335, -100.285074",,,,
10/01/2022,09:39:00,lazaro cardenas,"25.621335, -100.285074",,,,
12/01/2022,14:18:00,lazaro cardenas,"25.621335, -100.285074",,,,
21/01/2022,08:08:00,lazaro cardenas,"25.621335, -100.285074",,,,
21/01/2022,08:42:00,lazaro cardenas,"25.6365434, -100.3101037",,,,
24/01/2022,08:24:00,lazaro cardenas,"25.6341089, -100.3060995",,,,
24/01/2022,09:55:00,lazaro cardenas,"25.621335, -100.285074",,,,
25/01/2022,10:54:00,lazaro cardenas,"25.6346933, -100.3070991",,,,
28/01/2022,15:53:00,lazaro cardenas,"25.6290318, -100.2854309",,,,
31/01/2022,15:16:00,lazaro cardenas,"25.6266079, -100.2933941",,,,
24/01/2022,14:31:00,leon guzman,"25.6615986, -100.3011313",,,,
26/01/2022,13:15:00,leon guzman,"25.6615986, -100.3011313",,,,
29/01/2022,15:07:00,leon guzman,"25.6615986, -100.3011313",,,,
03/01/2022,14:30:00,leones,"25.7218184, -100.3909118",,,,
04/01/2022,09:05:00,leones,"25.7214946, -100.2281834",,,,
05/01/2022,09:05:00,leones,"25.7331208, -100.3997722",,,,
05/01/2022,11:04:00,leones,"25.7214946, -100.2281834",,,,
05/01/2022,11:20:00,leones,"25.7214946, -100.2281834",,,,
11/01/2022,09:59:00,leones,"25.7259203, -100.3942345",,,,
13/01/2022,09:38:00,leones,"25.7214946, -100.2281834",,,,
13/01/2022,15:26:00,leones,"25.7214946, -100.2281834",,,,
16/01/2022,11:28:00,leones,"25.7331208, -100.3997722",,,,
16/01/2022,12:19:00,leones,"25.7143915, -100.3805725",,,,
17/01/2022,08:35:00,leones,"25.7214946, -100.2281834",,,,
17/01/2022,09:34:00,leones,"25.7214946, -100.2281834",,,,
17/01/2022,09:42:00,leones,"25.6966796, -100.3477248",,,,
18/01/2022,08:30:00,leones,"25.7151523, -100.3814323",,,,
19/01/2022,08:39:00,leones,"25.7522425, -100.4170464",,,,
19/01/2022,11:52:00,leones,"25.7522425, -100.4170464",,,,
19/01/2022,15:56:00,leones,"25.748986, -100.4093014",,,,
20/01/2022,09:38:00,leones,"25.7214946, -100.2281834",,,,
21/01/2022,11:43:00,leones,"25.7214946, -100.2281834",,,,
23/01/2022,09:51:00,leones,"25.7143915, -100.3805725",,,,
23/01/2022,11:52:00,leones,"25.7186898, -100.3855692",,,,
23/01/2022,11:52:00,leones,"25.7186898, -100.3855692",,,,
23/01/2022,12:34:00,leones,"25.7143915, -100.3805725",,,,
25/01/2022,09:06:00,leones,"25.7143915, -100.3805725",,,,
25/01/2022,09:41:00,leones,"25.7522425, -100.4170464",,,,
25/01/2022,11:46:00,leones,"25.7151523, -100.3814323",,,,
26/01/2022,08:44:00,leones,"25.7214946, -100.2281834",,,,
26/01/2022,10:22:00,leones,"25.7143915, -100.3805725",,,,
26/01/2022,10:49:00,leones,"25.7151523, -100.3814323",,,,
26/01/2022,14:59:00,leones,"25.7503835, -100.4302353",,,,
26/01/2022,15:24:00,leones,"25.7259203, -100.3942345",,,,
27/01/2022,09:34:00,leones,"25.7154063, -100.3818563",,,,
27/01/2022,11:39:00,leones,"25.7143915, -100.3805725",,,,
27/01/2022,13:35:00,leones,"25.7186898, -100.3855692",,,,
27/01/2022,15:34:00,leones,"25.7186898, -100.3855692",,,,
28/01/2022,08:09:00,leones,"25.7503835, -100.4302353",,,,
28/01/2022,08:11:00,leones,"25.6966796, -100.3477248",,,,
28/01/2022,09:57:00,leones,"25.6966796, -100.3477248",,,,
28/01/2022,15:52:00,leones,"25.7143915, -100.3805725",,,,
28/01/2022,15:55:00,leones,"25.7143915, -100.3805725",,,,
29/01/2022,12:30:00,leones,"25.6968778, -100.3508409",,,,
29/01/2022,13:20:00,leones,"25.7259203, -100.3942345",,,,
29/01/2022,13:24:00,leones,"25.7214946, -100.2281834",,,,
31/01/2022,08:15:00,leones,"25.7415209, -100.4102244",,,,
31/01/2022,08:43:00,leones,"25.7214946, -100.2281834",,,,
31/01/2022,10:48:00,leones,"25.7143915, -100.3805725",,,,
31/01/2022,15:41:00,leones,"25.7214946, -100.2281834",,,,
05/01/2022,15:54:00,libertad,"25.6997743, -100.2862772",,,,
13/01/2022,14:02:00,libertad,"25.6591352, -100.3177593",,,,
24/01/2022,10:05:00,libertad,"25.6997743, -100.2862772",,,,
04/01/2022,08:43:00,lincoln,"25.7527855, -100.3928213",,,,
04/01/2022,11:10:00,lincoln,"25.714394, -100.3498585",,,,
04/01/2022,12:26:00,lincoln,"25.7412894, -100.3803702",,,,
04/01/2022,15:51:00,lincoln,"25.7527855, -100.3928213",,,,
05/01/2022,10:26:00,lincoln,"25.7644109, -100.4087882",,,,
06/01/2022,09:42:00,lincoln,"25.7527855, -100.3928213",,,,
06/01/2022,10:30:00,lincoln,"25.7161423, -100.3524304",,,,
06/01/2022,11:36:00,lincoln,"25.7382506, -100.3774622",,,,
07/01/2022,09:59:00,lincoln,"25.7800991, -100.4548858",,,,
08/01/2022,12:32:00,lincoln,"25.7644109, -100.4087882",,,,
09/01/2022,14:16:00,lincoln,"25.714394, -100.3498585",,,,
11/01/2022,14:52:00,lincoln,"25.7406777, -100.3795788",,,,
11/01/2022,15:24:00,lincoln,"25.714394, -100.3498585",,,,
13/01/2022,08:30:00,lincoln,"25.7202267, -100.3587368",,,,
13/01/2022,09:24:00,lincoln,"25.7202267, -100.3587368",,,,
13/01/2022,13:12:00,lincoln,"25.7412894, -100.3803702",,,,
16/01/2022,09:31:00,lincoln,"25.7800991, -100.4548858",,,,
16/01/2022,15:30:00,lincoln,"25.7484077, -100.38359",,,,
17/01/2022,09:31:00,lincoln,"25.7527855, -100.3928213",,,,
18/01/2022,15:04:00,lincoln,"25.728614, -100.3687632",,,,
19/01/2022,13:06:00,lincoln,"25.728614, -100.3687632",,,,
21/01/2022,09:13:00,lincoln,"25.7101892, -100.355126",,,,
21/01/2022,15:39:00,lincoln,"25.728614, -100.3687632",,,,
22/01/2022,09:49:00,lincoln,"25.7527855, -100.3928213",,,,
24/01/2022,10:42:00,lincoln,"25.7406777, -100.3795788",,,,
24/01/2022,12:20:00,lincoln,"25.7382506, -100.3774622",,,,
24/01/2022,15:10:00,lincoln,"25.7202267, -100.3587368",,,,
25/01/2022,10:25:00,lincoln,"25.7240391, -100.3645717",,,,
25/01/2022,11:24:00,lincoln,"25.7522425, -100.4170464",,,,
26/01/2022,15:07:00,lincoln,"25.7201688, -100.3589183",,,,
27/01/2022,12:36:00,lincoln,"25.714394, -100.3498585",,,,
27/01/2022,13:30:00,lincoln,"25.7527855, -100.3928213",,,,
27/01/2022,14:41:00,lincoln,"25.7527855, -100.3928213",,,,
29/01/2022,13:17:00,lincoln,"25.7406777, -100.3795788",,,,
31/01/2022,08:13:00,lincoln,"25.7527855, -100.3928213",,,,
31/01/2022,09:39:00,lincoln,"25.7180656, -100.3554816",,,,
31/01/2022,14:09:00,lincoln,"25.714394, -100.3498585",,,,
04/01/2022,15:27:00,loma larga,"25.6414924, -100.2896721",,,,
18/01/2022,08:44:00,loma redonda,"25.6657691, -100.343826",,,,
13/01/2022,10:55:00,los angeles,"25.7153427, -100.3024496",,,,
29/01/2022,13:11:00,los angeles,"25.7153427, -100.3024496",,,,
03/01/2022,11:16:00,luis d colosio,"25.7721352, -100.3890336",,,,
06/01/2022,14:30:00,luis d colosio,"25.7721352, -100.3890336",,,,
10/01/2022,15:27:00,luis d colosio,"25.764719, -100.3991835",,,,
11/01/2022,11:30:00,luis d colosio,"25.764719, -100.3991835",,,,
12/01/2022,09:20:00,luis d colosio,"25.7721352, -100.3890336",,,,
14/01/2022,14:12:00,luis d colosio,"25.7721352, -100.3890336",,,,
19/01/2022,13:50:00,luis d colosio,"25.764719, -100.3991835",,,,
18/01/2022,14:43:00,luis g urbina,"25.6886368, -100.281265",,,,
08/01/2022,11:03:00,luis mora,"25.7014839, -100.3304026",,,,
17/01/2022,10:20:00,luis mora,"25.7031632, -100.3331063",,,,
23/01/2022,11:10:00,luis mora,"25.6879849, -100.3129082",,,,
07/01/2022,11:15:00,luis moreno,"25.7165208, -100.3269151",,,,
26/01/2022,10:57:00,luis moreno,"25.7165208, -100.3269151",,,,
13/01/2022,08:15:00,maclovio herrera,"25.7537107, -100.3544103",,,,
01/01/2022,08:50:00,madero,"25.6838767, -100.3133762",,,,
04/01/2022,09:21:00,madero,"25.6838767, -100.3133762",,,,
05/01/2022,11:00:00,madero,"25.6838767, -100.3133762",,,,
07/01/2022,13:41:00,madero,"25.6838767, -100.3133762",,,,
07/01/2022,14:22:00,madero,"25.6838767, -100.3133762",,,,
08/01/2022,12:08:00,madero,"25.6838767, -100.3133762",,,,
09/01/2022,09:30:00,madero,"25.6838767, -100.3133762",,,,
10/01/2022,08:19:00,madero,"25.6838767, -100.3133762",,,,
10/01/2022,10:43:00,madero,"25.6876029, -100.3461205",,,,
10/01/2022,15:05:00,madero,"25.6874237, -100.3446686",,,,
11/01/2022,14:17:00,madero,"25.6838767, -100.3133762",,,,
11/01/2022,15:00:00,madero,"25.6874237, -100.3446686",,,,
13/01/2022,14:24:00,madero,"25.6874237, -100.3446686",,,,
13/01/2022,14:29:00,madero,"25.6838767, -100.3133762",,,,
13/01/2022,14:49:00,madero,"25.6874237, -100.3446686",,,,
14/01/2022,13:32:00,madero,"25.6881526, -100.351307",,,,
17/01/2022,09:24:00,madero,"25.6838767, -100.3133762",,,,
17/01/2022,11:45:00,madero,"25.6838767, -100.3133762",,,,
17/01/2022,14:23:00,madero,"25.6840844, -100.3152404",,,,
18/01/2022,11:56:00,madero,"25.6838767, -100.3133762",,,,
19/01/2022,14:30:00,madero,"25.6838767, -100.3133762",,,,
21/01/2022,08:41:00,madero,"25.6838767, -100.3133762",,,,
21/01/2022,09:10:00,madero,"25.6838767, -100.3133762",,,,
22/01/2022,11:55:00,madero,"25.6838767, -100.3133762",,,,
22/01/2022,15:05:00,madero,"25.6838767, -100.3133762",,,,
22/01/2022,15:21:00,madero,"25.6838767, -100.3133762",,,,
24/01/2022,09:05:00,madero,"25.6876029, -100.3461205",,,,
26/01/2022,14:21:00,madero,"25.6838767, -100.3133762",,,,
27/01/2022,09:14:00,madero,"25.6874237, -100.3446686",,,,
30/01/2022,14:46:00,madero,"25.6840844, -100.3152404",,,,
16/01/2022,14:41:00,madero prol,"25.6863311, -100.2662003",,,,
23/01/2022,15:15:00,magallanes,"25.6869019, -100.3080312",,,,
01/01/2022,14:20:00,magnolia,"25.6953813, -100.2868677",,,,
13/01/2022,13:25:00,magnolia,"25.6953813, -100.2868677",,,,
29/01/2022,09:16:00,manuel belgrano,"25.7525279, -100.3585754",,,,
31/01/2022,08:18:00,manuel chao,"25.7517497, -100.3569177",,,,
14/01/2022,14:29:00,manuel de la peña y peña,"25.7021733, -100.3216931",,,,
20/01/2022,12:04:00,manuel j clouthier,"25.6751192, -100.3939438",,,,
14/01/2022,08:30:00,manuel l barragan,"25.7077623, -100.3168726",,,,
17/01/2022,14:06:00,manuel l barragan,"25.7073327, -100.3170447",,,,
29/01/2022,12:52:00,manuel l barragan,"25.7077623, -100.3168726",,,,
31/01/2022,10:21:00,manuel l barragan,"25.7077623, -100.3168726",,,,
16/01/2022,15:55:00,manuel ma lombardini,"25.69879, -100.3323242",,,,
29/01/2022,10:32:00,mar jonico,"25.7206386, -100.3360333",,,,
06/01/2022,08:15:00,mar rojo,"25.7219648, -100.3370125",,,,
11/01/2022,08:59:00,martin de zavala,"25.6697485, -100.3319217",,,,
31/01/2022,11:24:00,martin de zavala,"25.675399, -100.3312123",,,,
04/01/2022,11:54:00,matamoros,"25.6715815, -100.3256212",,,,
06/01/2022,09:11:00,matamoros,"25.6732268, -100.3354929",,,,
18/01/2022,14:35:00,matamoros,"25.6715815, -100.3256212",,,,
21/01/2022,12:39:00,matamoros,"25.6715815, -100.3256212",,,,
14/01/2022,10:04:00,miacatlan,"25.7761361, -100.3817102",,,,
08/01/2022,13:11:00,miguel nieto,"25.6785822, -100.3284872",,,,
21/01/2022,09:08:00,miguel nieto,"25.6915349, -100.3268281",,,,
20/01/2022,15:51:00,milan,"25.6973956, -100.2650204",,,,
05/01/2022,14:02:00,mina,"25.6680767, -100.3062319",,,,
03/01/2022,09:50:00,mm de llano,"25.6785234, -100.312149",,,,
22/01/2022,15:30:00,mm de llano,"25.6785234, -100.312149",,,,
28/01/2022,12:07:00,mm de llano,"25.6785234, -100.312149",,,,
22/01/2022,14:38:00,modesto arreola,"25.674769, -100.3074379",,,,
04/01/2022,08:35:00,moises saenz,"25.6929552, -100.3461035",,,,
05/01/2022,11:59:00,moises saenz,"25.6929552, -100.3461035",,,,
21/01/2022,09:20:00,moises saenz,"25.6929552, -100.3461035",,,,
26/01/2022,13:41:00,moises saenz,"25.6929552, -100.3461035",,,,
29/01/2022,11:50:00,moises saenz,"25.6929552, -100.3461035",,,,
19/01/2022,08:51:00,montemorelos,"25.7443602, -100.3236464",,,,
07/01/2022,08:30:00,monterrey,"25.7988666, -100.3926054",,,,
01/01/2022,10:09:00,morones prieto,"25.6632461, -100.3182639",,,,
03/01/2022,10:37:00,morones prieto,"25.6632461, -100.3182639",,,,
03/01/2022,13:32:00,morones prieto,"25.6652002, -100.3307452",,,,
05/01/2022,09:42:00,morones prieto,"25.6698224, -100.3506725",,,,
05/01/2022,13:55:00,morones prieto,"25.6652002, -100.3307452",,,,
05/01/2022,15:50:00,morones prieto,"25.6632461, -100.3182639",,,,
10/01/2022,13:28:00,morones prieto,"25.6719674, -100.284706",,,,
10/01/2022,15:50:00,morones prieto,"25.6632461, -100.3182639",,,,
12/01/2022,11:47:00,morones prieto,"25.6698224, -100.3506725",,,,
13/01/2022,09:49:00,morones prieto,"25.6647712, -100.3273877",,,,
14/01/2022,14:47:00,morones prieto,"25.6641598, -100.3027939",,,,
16/01/2022,08:37:00,morones prieto,"25.6698224, -100.3506725",,,,
16/01/2022,15:43:00,morones prieto,"25.6678765, -100.2950035",,,,
18/01/2022,10:10:00,morones prieto,"25.6632461, -100.3182639",,,,
21/01/2022,11:13:00,morones prieto,"25.6698224, -100.3506725",,,,
22/01/2022,13:01:00,morones prieto,"25.6652002, -100.3307452",,,,
22/01/2022,15:14:00,morones prieto,"25.6641598, -100.3027939",,,,
23/01/2022,11:50:00,morones prieto,"25.6726397, -100.3599498",,,,
24/01/2022,11:26:00,morones prieto,"25.6641598, -100.3027939",,,,
26/01/2022,11:00:00,morones prieto,"25.6678765, -100.2950035",,,,
27/01/2022,09:27:00,morones prieto,"25.6719674, -100.284706",,,,
